date,home_team,away_team,home_score,away_score,tournament
1917-08-15,Argentina,Uruguay,1.0,0.0,Copa Lipton
1917-08-19,Suecia,Noruega,3.0,3.0,Friendly
1917-09-02,Uruguay,Argentina,1.0,0.0,Copa Newton
1917-09-16,Noruega,Suecia,0.0,2.0,Friendly
1917-09-30,Uruguay,Chile,4.0,0.0,Copa América
1917-10-03,Argentina,Brasil,4.0,2.0,Copa América
1917-10-06,Argentina,Chile,1.0,0.0,Copa América
1917-10-07,Dinamarca,Noruega,12.0,0.0,Friendly
1917-10-07,Hungary,Austria,2.0,1.0,Friendly
1917-10-07,Uruguay,Brasil,4.0,0.0,Copa América
1917-10-12,Brasil,Chile,5.0,0.0,Copa América
1917-10-14,Suecia,Dinamarca,1.0,2.0,Friendly
1917-10-14,Uruguay,Argentina,1.0,0.0,Copa América
1917-10-16,Uruguay,Brasil,3.0,1.0,Friendly
1917-11-04,Austria,Hungary,1.0,2.0,Friendly
1917-12-23,Suiza,Austria,0.0,1.0,Friendly
1917-12-26,Suiza,Austria,3.0,2.0,Friendly
1918-04-14,Hungary,Austria,2.0,0.0,Friendly
1918-05-09,Austria,Suiza,5.0,1.0,Friendly
1918-05-12,Hungary,Suiza,2.0,1.0,Friendly
1918-05-26,Suecia,Noruega,2.0,0.0,Friendly
1918-06-02,Austria,Hungary,0.0,2.0,Friendly
1918-06-02,Dinamarca,Suecia,3.0,0.0,Friendly
1918-06-16,Noruega,Dinamarca,3.0,1.0,Friendly
1918-07-18,Uruguay,Argentina,1.0,1.0,Copa Premio Honor Uruguayo
1918-07-28,Uruguay,Argentina,3.0,1.0,Copa Premio Honor Uruguayo
1918-08-15,Argentina,Uruguay,0.0,0.0,Copa Premio Honor Argentino
1918-08-25,Argentina,Uruguay,2.0,1.0,Copa Premio Honor Argentino
1918-09-15,Noruega,Suecia,2.0,1.0,Friendly
1918-09-20,Uruguay,Argentina,1.0,1.0,Copa Lipton
1918-09-29,Argentina,Uruguay,2.0,0.0,Copa Newton
1918-10-06,Austria,Hungary,0.0,3.0,Friendly
1918-10-06,Dinamarca,Noruega,4.0,0.0,Friendly
1918-10-20,Suecia,Dinamarca,1.0,2.0,Friendly
1919-03-09,Bélgica,Francia,2.0,2.0,Friendly
1919-04-06,Hungary,Austria,2.0,1.0,Friendly
1919-05-11,Brasil,Chile,6.0,0.0,Copa América
1919-05-11,Paraguay,Argentina,1.0,5.0,Friendly
1919-05-13,Argentina,Uruguay,2.0,3.0,Copa América
1919-05-15,Paraguay,Argentina,0.0,3.0,Friendly
1919-05-17,Chile,Uruguay,0.0,2.0,Copa América
1919-05-18,Brasil,Argentina,3.0,1.0,Copa América
1919-05-21,Paraguay,Argentina,1.0,2.0,Friendly
1919-05-22,Argentina,Chile,4.0,1.0,Copa América
1919-05-24,Paraguay,Argentina,1.0,2.0,Friendly
1919-05-26,Brasil,Uruguay,2.0,2.0,Copa América
1919-05-29,Brasil,Uruguay,1.0,0.0,Copa América
1919-05-29,Suecia,Finland,1.0,0.0,Friendly
1919-06-01,Brasil,Argentina,3.0,3.0,Friendly
1919-06-05,Dinamarca,Suecia,3.0,0.0,Friendly
1919-06-09,Países Bajos,Suecia,3.0,1.0,Friendly
1919-06-12,Dinamarca,Noruega,5.0,1.0,Friendly
1919-06-24,Francia,Romania,4.0,0.0,Inter-Allied Games
1919-06-24,Czechoslovakia,Bélgica,4.0,1.0,Inter-Allied Games
1919-06-25,Estados Unidos,Canadá,5.0,4.0,Inter-Allied Games
1919-06-26,Francia,Greece,11.0,0.0,Inter-Allied Games
1919-06-26,Czechoslovakia,Estados Unidos,8.0,2.0,Inter-Allied Games
1919-06-26,Bélgica,Canadá,5.0,2.0,Inter-Allied Games
1919-06-28,Francia,Italia,2.0,0.0,Inter-Allied Games
1919-06-28,Czechoslovakia,Canadá,3.0,2.0,Inter-Allied Games
1919-06-28,Bélgica,Estados Unidos,7.0,0.0,Inter-Allied Games
1919-06-29,Francia,Czechoslovakia,2.0,3.0,Inter-Allied Games
1919-06-29,Noruega,Suecia,4.0,3.0,Friendly
1919-07-18,Uruguay,Argentina,4.0,1.0,Copa Premio Honor Uruguayo
1919-08-24,Suecia,Países Bajos,4.0,1.0,Friendly
1919-08-24,Uruguay,Argentina,2.0,1.0,Copa Newton
1919-08-31,Noruega,Países Bajos,1.0,1.0,Friendly
1919-09-07,Argentina,Uruguay,1.0,2.0,Copa Lipton
1919-09-14,Suecia,Noruega,1.0,5.0,Friendly
1919-09-21,Noruega,Dinamarca,3.0,2.0,Friendly
1919-09-28,Finland,Suecia,3.0,3.0,Friendly
1919-10-05,Austria,Hungary,2.0,0.0,Friendly
1919-10-12,Suecia,Dinamarca,3.0,0.0,Friendly
1919-10-19,Argentina,Uruguay,6.0,1.0,Copa Premio Honor Argentino
1919-10-25,Northern Ireland,Inglaterra,1.0,1.0,British Home Championship
1919-11-09,Hungary,Austria,3.0,2.0,Friendly
1919-12-07,Uruguay,Argentina,4.0,2.0,Friendly
1920-01-18,Italia,Francia,9.0,4.0,Friendly
1920-02-26,Wales,Scotland,1.0,1.0,British Home Championship
1920-02-29,Suiza,Francia,0.0,2.0,Friendly
1920-03-13,Scotland,Northern Ireland,3.0,0.0,British Home Championship
1920-03-15,Inglaterra,Wales,1.0,2.0,British Home Championship
1920-03-28,Francia,Bélgica,2.0,1.0,Friendly
1920-03-28,Suiza,Italia,3.0,0.0,Friendly
1920-04-05,Países Bajos,Dinamarca,2.0,0.0,Friendly
1920-04-10,Inglaterra,Scotland,5.0,4.0,British Home Championship
1920-05-02,Austria,Hungary,2.0,2.0,Friendly
1920-05-13,Italia,Países Bajos,1.0,1.0,Friendly
1920-05-16,Suiza,Países Bajos,2.0,1.0,Friendly
1920-05-30,Suecia,Finland,4.0,0.0,Friendly
1920-06-06,Suecia,Suiza,0.0,1.0,Friendly
1920-06-13,Noruega,Dinamarca,1.0,1.0,Friendly
1920-06-27,Noruega,Suecia,0.0,3.0,Friendly
1920-06-27,Suiza,Alemania,4.0,1.0,Friendly
1920-07-18,Uruguay,Argentina,2.0,0.0,Copa Premio Honor Uruguayo
1920-07-25,Argentina,Uruguay,1.0,3.0,Copa Newton
1920-08-08,Argentina,Uruguay,1.0,0.0,Copa Premio Honor Argentino
1920-08-28,España,Dinamarca,1.0,0.0,Olympic Games
1920-08-28,Italia,Egipto,2.0,1.0,Olympic Games
1920-08-28,Países Bajos,Luxembourg,3.0,0.0,Olympic Games
1920-08-28,Suecia,Greece,9.0,0.0,Olympic Games
1920-08-29,Países Bajos,Suecia,5.0,4.0,Olympic Games
1920-08-29,Czechoslovakia,Noruega,4.0,0.0,Olympic Games
1920-08-29,Francia,Italia,3.0,1.0,Olympic Games
1920-08-29,Bélgica,España,3.0,1.0,Olympic Games
1920-08-31,Francia,Czechoslovakia,1.0,4.0,Olympic Games
1920-08-31,Bélgica,Países Bajos,3.0,0.0,Olympic Games
1920-08-31,Italia,Noruega,2.0,1.0,Olympic Games
1920-09-01,España,Suecia,2.0,1.0,Olympic Games
1920-09-02,Bélgica,Czechoslovakia,2.0,0.0,Olympic Games
1920-09-02,España,Italia,2.0,0.0,Olympic Games
1920-09-03,Egipto,Yugoslavia,4.0,2.0,Friendly
1920-09-05,España,Países Bajos,3.0,1.0,Olympic Games
1920-09-11,Chile,Brasil,0.0,1.0,Copa América
1920-09-12,Uruguay,Argentina,1.0,1.0,Copa América
1920-09-18,Brasil,Uruguay,0.0,6.0,Copa América
1920-09-19,Finland,Suecia,1.0,0.0,Friendly
1920-09-20,Chile,Argentina,1.0,1.0,Copa América
1920-09-25,Argentina,Brasil,2.0,0.0,Copa América
1920-09-26,Austria,Alemania,3.0,2.0,Friendly
1920-09-26,Suecia,Noruega,0.0,0.0,Friendly
1920-10-03,Chile,Uruguay,1.0,2.0,Copa América
1920-10-10,Suecia,Dinamarca,0.0,2.0,Friendly
1920-10-23,Inglaterra,Northern Ireland,2.0,0.0,British Home Championship
1920-10-24,Alemania,Hungary,1.0,0.0,Friendly
1920-11-07,Hungary,Austria,1.0,2.0,Friendly
1921-02-12,Scotland,Wales,2.0,1.0,British Home Championship
1921-02-20,Francia,Italia,1.0,2.0,Friendly
1921-02-26,Northern Ireland,Scotland,0.0,2.0,British Home Championship
1921-03-06,Bélgica,Francia,3.0,1.0,Friendly
1921-03-06,Italia,Suiza,2.0,1.0,Friendly
1921-03-14,Wales,Inglaterra,0.0,0.0,British Home Championship
1921-03-26,Austria,Suecia,2.0,2.0,Friendly
1921-04-07,Paraguay,Argentina,3.0,1.0,Friendly
1921-04-09,Scotland,Inglaterra,3.0,0.0,British Home Championship
1921-04-14,Paraguay,Argentina,2.0,2.0,Friendly
1921-04-24,Austria,Hungary,4.0,1.0,Friendly
1921-05-01,Suiza,Austria,2.0,2.0,Friendly
1921-05-05,Bélgica,Italia,2.0,3.0,Friendly
1921-05-05,Alemania,Austria,3.0,3.0,Friendly
1921-05-08,Países Bajos,Italia,2.0,2.0,Friendly
1921-05-15,Bélgica,Países Bajos,1.0,1.0,Friendly
1921-05-21,Bélgica,Inglaterra,0.0,2.0,Friendly
1921-05-25,Noruega,Finland,3.0,2.0,Friendly
1921-05-29,Suecia,Finland,0.0,3.0,Friendly
1921-05-30,Japón,Philippines,0.0,3.0,Friendly
1921-05-30,Philippines,Japón,3.0,1.0,Far Eastern Championship Games
1921-06-01,China,Japón,4.0,0.0,Far Eastern Championship Games
1921-06-03,China,Japón,3.0,0.0,Open International Championship
1921-06-05,Hungary,Alemania,3.0,0.0,Friendly
1921-06-12,Dinamarca,Países Bajos,1.0,1.0,Friendly
1921-06-19,Noruega,Suecia,3.0,1.0,Friendly
1921-07-09,Canadá,Scotland,0.0,1.0,Friendly
1921-07-22,Estonia,Suecia,0.0,0.0,Friendly
1921-07-24,Suecia,Austria,1.0,3.0,Friendly
1921-07-31,Finland,Austria,2.0,3.0,Friendly
1921-09-18,Finland,Alemania,3.0,3.0,Friendly
1921-09-18,Suecia,Noruega,0.0,3.0,Friendly
1921-10-02,Argentina,Brasil,1.0,0.0,Copa América
1921-10-02,Dinamarca,Noruega,3.0,1.0,Friendly
1921-10-09,Paraguay,Uruguay,2.0,1.0,Copa América
1921-10-09,Suecia,Dinamarca,0.0,0.0,Friendly
1921-10-12,Brasil,Paraguay,3.0,0.0,Copa América
1921-10-16,Argentina,Paraguay,3.0,0.0,Copa América
1921-10-22,Northern Ireland,Inglaterra,1.0,1.0,British Home Championship
1921-10-23,Brasil,Uruguay,1.0,2.0,Copa América
1921-10-30,Argentina,Uruguay,1.0,0.0,Copa América
1921-11-02,Uruguay,Paraguay,4.0,2.0,Friendly
1921-11-06,Hungary,Suecia,4.0,2.0,Friendly
1921-11-06,Suiza,Italia,1.0,1.0,Friendly
1921-11-13,Czechoslovakia,Suecia,2.0,2.0,Friendly
1921-11-13,Francia,Países Bajos,0.0,5.0,Friendly
1921-12-18,España,Portugal,3.0,1.0,Friendly
1922-01-15,Francia,Bélgica,2.0,1.0,Friendly
1922-01-15,Italia,Austria,3.0,3.0,Friendly
1922-02-04,Wales,Scotland,2.0,1.0,British Home Championship
1922-03-04,Scotland,Northern Ireland,2.0,1.0,British Home Championship
1922-03-13,Inglaterra,Wales,1.0,0.0,British Home Championship
1922-03-26,Bélgica,Países Bajos,4.0,0.0,Friendly
1922-03-26,Alemania,Suiza,2.0,2.0,Friendly
1922-04-08,Inglaterra,Scotland,0.0,1.0,British Home Championship
1922-04-15,Bélgica,Dinamarca,0.0,0.0,Friendly
1922-04-17,Países Bajos,Dinamarca,2.0,0.0,Friendly
1922-04-23,Austria,Alemania,0.0,2.0,Friendly
1922-04-30,Francia,España,0.0,4.0,Friendly
1922-04-30,Hungary,Austria,1.0,1.0,Friendly
1922-05-07,Países Bajos,Bélgica,1.0,2.0,Friendly
1922-05-21,Italia,Bélgica,4.0,2.0,Friendly
1922-05-25,Noruega,Northern Ireland,2.0,1.0,Friendly
1922-05-28,Suecia,Polonia,1.0,2.0,Friendly
1922-06-05,Finland,Suecia,1.0,4.0,Friendly
1922-06-11,Austria,Suiza,7.0,1.0,Friendly
1922-06-11,Noruega,Francia,7.0,0.0,Friendly
1922-06-15,Hungary,Suiza,1.0,1.0,Friendly
1922-06-17,Nueva Zelanda,Australia,3.0,1.0,Soccer Ashes
1922-06-24,Nueva Zelanda,Australia,1.0,1.0,Soccer Ashes
1922-07-02,Alemania,Hungary,0.0,0.0,Friendly
1922-07-08,Nueva Zelanda,Australia,3.0,1.0,Soccer Ashes
1922-07-09,Suecia,Hungary,1.0,1.0,Friendly
1922-07-16,Argentina,Basque Country,4.0,0.0,Friendly
1922-07-20,Uruguay,Basque Country,3.0,1.0,Friendly
1922-07-27,Argentina,Basque Country,3.0,1.0,Friendly
1922-08-13,Suecia,Czechoslovakia,0.0,2.0,Friendly
1922-08-23,Suecia,Noruega,0.0,0.0,Friendly
1922-08-26,Finland,Noruega,1.0,3.0,Friendly
1922-09-10,Noruega,Dinamarca,3.0,3.0,Friendly
1922-09-17,Brasil,Chile,1.0,1.0,Copa América
1922-09-23,Chile,Uruguay,0.0,2.0,Copa América
1922-09-24,Austria,Hungary,2.0,2.0,Friendly
1922-09-24,Brasil,Paraguay,1.0,1.0,Copa América
1922-09-24,Noruega,Suecia,0.0,5.0,Friendly
1922-09-28,Argentina,Chile,4.0,0.0,Copa América
1922-10-01,Brasil,Uruguay,0.0,0.0,Copa América
1922-10-01,Dinamarca,Suecia,1.0,2.0,Friendly
1922-10-05,Chile,Paraguay,0.0,3.0,Copa América
1922-10-08,Argentina,Uruguay,0.0,1.0,Copa América
1922-10-12,Paraguay,Uruguay,1.0,0.0,Copa América
1922-10-15,Brasil,Argentina,2.0,0.0,Copa América
1922-10-18,Argentina,Paraguay,2.0,0.0,Copa América
1922-10-21,Inglaterra,Northern Ireland,2.0,0.0,British Home Championship
1922-10-22,Argentina,Chile,1.0,0.0,Friendly
1922-10-22,Brasil,Argentina,2.0,1.0,Copa Roca
1922-10-29,Brasil,Paraguay,3.0,1.0,Friendly
1922-11-06,Brasil,Paraguay,3.0,0.0,Copa América
1922-11-12,Uruguay,Argentina,1.0,0.0,Copa Lipton
1922-11-19,Suiza,Países Bajos,5.0,0.0,Friendly
1922-11-26,Hungary,Austria,1.0,2.0,Friendly
1922-12-03,Italia,Suiza,2.0,2.0,Friendly
1922-12-10,Uruguay,Argentina,1.0,0.0,Copa Premio Honor Uruguayo
1922-12-17,Argentina,Uruguay,2.0,2.0,Copa Newton
1922-12-17,Portugal,España,1.0,2.0,Friendly
1923-01-01,Guatemala,México,2.0,3.0,Friendly
1923-01-01,Italia,Alemania,3.0,1.0,Friendly
1923-01-04,Guatemala,México,3.0,1.0,Friendly
1923-01-07,Guatemala,México,1.0,4.0,Friendly
1923-01-21,Suiza,Austria,2.0,0.0,Friendly
1923-01-28,España,Francia,3.0,0.0,Friendly
1923-02-04,Bélgica,España,1.0,0.0,Friendly
1923-02-25,Bélgica,Francia,4.0,1.0,Friendly
1923-03-03,Northern Ireland,Scotland,0.0,1.0,British Home Championship
1923-03-05,Wales,Inglaterra,2.0,2.0,British Home Championship
1923-03-11,Suiza,Hungary,1.0,6.0,Friendly
1923-03-17,Scotland,Wales,2.0,0.0,British Home Championship
1923-03-19,Inglaterra,Bélgica,6.0,1.0,Friendly
1923-04-02,Países Bajos,Francia,8.0,1.0,Friendly
1923-04-14,Scotland,Inglaterra,2.0,2.0,British Home Championship
1923-04-15,Austria,Italia,0.0,0.0,Friendly
1923-04-22,Francia,Suiza,2.0,2.0,Friendly
1923-04-29,Países Bajos,Bélgica,1.0,1.0,Friendly
1923-05-06,Austria,Hungary,1.0,0.0,Friendly
1923-05-10,Francia,Inglaterra,1.0,4.0,Friendly
1923-05-10,Alemania,Países Bajos,0.0,0.0,Friendly
1923-05-20,Argentina,Paraguay,0.0,2.0,Copa Chevallier Boutell
1923-05-21,Suecia,Inglaterra,2.0,4.0,Friendly
1923-05-23,Japón,Philippines,1.0,2.0,Far Eastern Championship Games
1923-05-24,Suecia,Inglaterra,1.0,3.0,Friendly
1923-05-24,Japón,China,1.0,5.0,Far Eastern Championship Games
1923-05-25,Argentina,Paraguay,1.0,0.0,Copa Chevallier Boutell
1923-06-03,Suiza,Alemania,1.0,2.0,Friendly
1923-06-09,Australia,Nueva Zelanda,2.0,1.0,Soccer Ashes
1923-06-10,Suecia,Austria,4.0,2.0,Friendly
1923-06-16,Australia,Nueva Zelanda,2.0,3.0,Soccer Ashes
1923-06-17,Dinamarca,Suiza,3.0,2.0,Friendly
1923-06-17,Noruega,Finland,3.0,0.0,Friendly
1923-06-20,Suecia,Finland,5.0,4.0,Friendly
1923-06-21,Noruega,Suiza,2.0,2.0,Friendly
1923-06-24,Argentina,Uruguay,0.0,0.0,Copa Lipton
1923-06-29,Suecia,Alemania,2.0,1.0,Friendly
1923-06-30,Australia,Nueva Zelanda,1.0,4.0,Soccer Ashes
1923-07-15,Argentina,Uruguay,2.0,2.0,Friendly
1923-07-22,Uruguay,Argentina,2.0,2.0,Copa Premio Honor Uruguayo
1923-08-12,Alemania,Finland,1.0,2.0,Friendly
1923-08-15,Austria,Finland,2.0,1.0,Friendly
1923-09-16,Noruega,Suecia,2.0,3.0,Friendly
1923-09-23,Hungary,Austria,2.0,0.0,Friendly
1923-09-30,Dinamarca,Noruega,2.0,1.0,Friendly
1923-09-30,Uruguay,Argentina,0.0,2.0,Copa Premio Honor Uruguayo
1923-10-14,Suecia,Dinamarca,1.0,3.0,Friendly
1923-10-20,Northern Ireland,Inglaterra,2.0,1.0,British Home Championship
1923-10-26,Turquía,Romania,2.0,2.0,Friendly
1923-10-28,Francia,Noruega,0.0,2.0,Friendly
1923-10-28,Hungary,Suecia,2.0,1.0,Friendly
1923-10-29,Argentina,Paraguay,4.0,3.0,Copa América
1923-11-01,Bélgica,Inglaterra,2.0,2.0,Friendly
1923-11-01,Polonia,Suecia,2.0,2.0,Friendly
1923-11-01,Brittany,Noruega,1.0,5.0,Friendly
1923-11-04,Alemania,Noruega,1.0,0.0,Friendly
1923-11-04,Uruguay,Paraguay,2.0,0.0,Copa América
1923-11-11,Brasil,Paraguay,0.0,1.0,Copa América
1923-11-18,Argentina,Brasil,2.0,1.0,Copa América
1923-11-22,Brasil,Paraguay,2.0,0.0,Friendly
1923-11-25,Países Bajos,Suiza,4.0,1.0,Friendly
1923-11-25,Uruguay,Brasil,2.0,1.0,Copa América
1923-12-02,Argentina,Brasil,0.0,2.0,Friendly
1923-12-02,Uruguay,Argentina,2.0,0.0,Copa América
1923-12-09,Argentina,Brasil,2.0,0.0,Copa Roca
1923-12-09,México,Guatemala,2.0,1.0,Friendly
1923-12-12,México,Guatemala,2.0,0.0,Friendly
1923-12-16,México,Guatemala,3.0,3.0,Friendly
1923-12-16,España,Portugal,3.0,0.0,Friendly
1924-01-13,Francia,Bélgica,2.0,0.0,Friendly
1924-01-13,Alemania,Austria,4.0,3.0,Friendly
1924-01-20,Italia,Austria,0.0,4.0,Friendly
1924-02-10,Yugoslavia,Austria,1.0,4.0,Friendly
1924-02-16,Wales,Scotland,2.0,0.0,British Home Championship
1924-03-01,Scotland,Northern Ireland,2.0,0.0,British Home Championship
1924-03-03,Inglaterra,Wales,1.0,2.0,British Home Championship
1924-03-09,Italia,España,0.0,0.0,Friendly
1924-03-13,Catalonia,España,0.0,7.0,Friendly
1924-03-23,Países Bajos,Bélgica,1.0,1.0,Friendly
1924-03-23,Suiza,Francia,3.0,0.0,Friendly
1924-04-06,Aruba,Curaçao,0.0,4.0,Friendly
1924-04-12,Inglaterra,Scotland,1.0,1.0,British Home Championship
1924-04-21,Países Bajos,Alemania,0.0,1.0,Friendly
1924-04-21,Suiza,Dinamarca,2.0,0.0,Friendly
1924-04-27,Bélgica,Países Bajos,1.0,1.0,Friendly
1924-05-04,Hungary,Austria,2.0,2.0,Friendly
1924-05-15,Paraguay,Argentina,1.0,3.0,Copa Chevallier Boutell
1924-05-17,Francia,Inglaterra,1.0,3.0,Friendly
1924-05-18,Paraguay,Argentina,2.0,1.0,Copa Chevallier Boutell
1924-05-18,Suecia,Polonia,5.0,1.0,Friendly
1924-05-18,Suiza,Hungary,4.0,2.0,Friendly
1924-05-20,Austria,Romania,4.0,1.0,Friendly
1924-05-21,Austria,Bulgaria,6.0,0.0,Friendly
1924-05-25,Argentina,Uruguay,4.0,0.0,Copa Newton
1924-05-25,Uruguay,Argentina,2.0,0.0,Copa Lipton
1924-05-25,Italia,España,1.0,0.0,Olympic Games
1924-05-25,Czechoslovakia,Turquía,5.0,2.0,Olympic Games
1924-05-25,Suiza,Lithuania,9.0,0.0,Olympic Games
1924-05-25,Estados Unidos,Estonia,1.0,0.0,Olympic Games
1924-05-26,Uruguay,Yugoslavia,7.0,0.0,Olympic Games
1924-05-27,Egipto,Lithuania,10.0,0.0,Friendly
1924-05-27,Francia,Latvia,7.0,0.0,Olympic Games
1924-05-27,Países Bajos,Romania,6.0,0.0,Olympic Games
1924-05-28,Suiza,Czechoslovakia,1.0,1.0,Olympic Games
1924-05-29,Suecia,Bélgica,8.0,1.0,Olympic Games
1924-05-29,Egipto,Hungary,3.0,0.0,Olympic Games
1924-05-29,Uruguay,Estados Unidos,3.0,0.0,Olympic Games
1924-05-30,Suiza,Czechoslovakia,1.0,0.0,Olympic Games
1924-06-01,Francia,Uruguay,1.0,5.0,Olympic Games
1924-06-01,Suecia,Egipto,5.0,0.0,Olympic Games
1924-06-02,Suiza,Italia,2.0,1.0,Olympic Games
1924-06-02,Países Bajos,Republic Of Ireland,2.0,1.0,Olympic Games
1924-06-04,Francia,Hungary,0.0,1.0,Friendly
1924-06-05,Suiza,Suecia,2.0,1.0,Olympic Games
1924-06-06,Uruguay,Países Bajos,2.0,1.0,Olympic Games
1924-06-07,Australia,Canadá,3.0,2.0,Friendly
1924-06-08,Suecia,Países Bajos,1.0,1.0,Olympic Games
1924-06-09,Suecia,Países Bajos,3.0,1.0,Olympic Games
1924-06-09,Uruguay,Suiza,3.0,0.0,Olympic Games
1924-06-10,Polonia,Estados Unidos,2.0,3.0,Friendly
1924-06-14,Australia,Canadá,0.0,1.0,Friendly
1924-06-15,Dinamarca,Suecia,2.0,3.0,Nordic Championship
1924-06-15,Noruega,Alemania,0.0,2.0,Friendly
1924-06-17,Finland,Turquía,2.0,4.0,Friendly
1924-06-19,Estonia,Turquía,1.0,4.0,Friendly
1924-06-22,Austria,Egipto,3.0,1.0,Friendly
1924-06-22,Latvia,Turquía,1.0,3.0,Friendly
1924-06-23,Australia,Canadá,4.0,1.0,Friendly
1924-06-28,Australia,Canadá,0.0,0.0,Friendly
1924-06-29,Polonia,Turquía,2.0,0.0,Friendly
1924-06-29,Suecia,Egipto,5.0,0.0,Friendly
1924-07-12,Australia,Canadá,1.0,4.0,Friendly
1924-07-25,Suecia,Estonia,5.0,2.0,Friendly
1924-07-26,Australia,Canadá,1.0,0.0,Friendly
1924-07-28,Finland,Suecia,5.0,7.0,Friendly
1924-08-23,Finland,Noruega,2.0,0.0,Friendly
1924-08-31,Alemania,Suecia,1.0,4.0,Friendly
1924-09-14,Austria,Hungary,2.0,1.0,Friendly
1924-09-14,Noruega,Dinamarca,1.0,3.0,Nordic Championship
1924-09-21,Hungary,Alemania,4.0,1.0,Friendly
1924-09-21,Suecia,Noruega,6.0,1.0,Nordic Championship
1924-09-21,Uruguay,Argentina,1.0,1.0,Friendly
1924-09-24,Northern Ireland,South Africa,1.0,2.0,Friendly
1924-10-02,Argentina,Uruguay,2.0,1.0,Friendly
1924-10-05,Dinamarca,Bélgica,2.0,1.0,Friendly
1924-10-12,Argentina,Paraguay,0.0,0.0,Copa América
1924-10-19,Uruguay,Chile,5.0,0.0,Copa América
1924-10-22,Inglaterra,Northern Ireland,3.0,1.0,British Home Championship
1924-10-25,Argentina,Chile,2.0,0.0,Copa América
1924-10-26,Uruguay,Paraguay,3.0,1.0,Copa América
1924-11-01,Chile,Paraguay,1.0,3.0,Copa América
1924-11-02,Países Bajos,South Africa,2.0,1.0,Friendly
1924-11-02,Uruguay,Argentina,0.0,0.0,Copa América
1924-11-09,Austria,Suecia,1.0,1.0,Friendly
1924-11-11,Bélgica,Francia,3.0,0.0,Friendly
1924-11-16,Italia,Suecia,2.0,2.0,Friendly
1924-11-16,Russia,Turquía,3.0,0.0,Friendly
1924-11-23,Alemania,Italia,0.0,1.0,Friendly
1924-12-08,Inglaterra,Bélgica,4.0,0.0,Friendly
1924-12-14,Alemania,Suiza,1.0,1.0,Friendly
1924-12-21,España,Austria,2.0,1.0,Friendly
1925-02-14,Scotland,Wales,3.0,1.0,British Home Championship
1925-02-28,Northern Ireland,Scotland,0.0,3.0,British Home Championship
1925-02-28,Wales,Inglaterra,1.0,2.0,British Home Championship
1925-03-15,Bélgica,Países Bajos,0.0,1.0,Friendly
1925-03-22,Austria,Suiza,2.0,0.0,Friendly
1925-03-22,Haití,Jamaica,1.0,2.0,Friendly
1925-03-22,Italia,Francia,7.0,0.0,Friendly
1925-03-25,Hungary,Suiza,5.0,0.0,Friendly
1925-03-26,Haití,Jamaica,0.0,3.0,Friendly
1925-03-29,Haití,Jamaica,0.0,1.0,Friendly
1925-03-29,Países Bajos,Alemania,2.0,1.0,Friendly
1925-04-04,Scotland,Inglaterra,2.0,0.0,British Home Championship
1925-04-10,Turquía,Bulgaria,2.0,1.0,Friendly
1925-04-19,Francia,Austria,0.0,4.0,Friendly
1925-04-19,Suiza,Países Bajos,4.0,1.0,Friendly
1925-05-01,Romania,Turquía,1.0,2.0,Friendly
1925-05-03,Países Bajos,Bélgica,5.0,0.0,Friendly
1925-05-05,Austria,Hungary,3.0,1.0,Friendly
1925-05-15,Turquía,Russia,1.0,2.0,Friendly
1925-05-18,Philippines,Japón,4.0,0.0,Far Eastern Championship Games
1925-05-20,China,Japón,2.0,0.0,Friendly
1925-05-20,Japón,China,0.0,2.0,Far Eastern Championship Games
1925-05-21,Francia,Inglaterra,2.0,3.0,Friendly
1925-05-21,Hungary,Bélgica,1.0,3.0,Friendly
1925-05-24,Czechoslovakia,Austria,3.0,1.0,Friendly
1925-05-24,Suiza,Bélgica,0.0,0.0,Friendly
1925-06-01,Suiza,España,0.0,3.0,Friendly
1925-06-07,Noruega,Finland,1.0,0.0,Friendly
1925-06-09,Suecia,Finland,4.0,0.0,Friendly
1925-06-14,España,Italia,1.0,0.0,Friendly
1925-06-14,Suecia,Dinamarca,0.0,2.0,Nordic Championship
1925-06-18,Portugal,Italia,1.0,0.0,Friendly
1925-06-21,Dinamarca,Noruega,5.0,1.0,Nordic Championship
1925-06-21,Suecia,Alemania,1.0,0.0,Friendly
1925-06-26,Finland,Alemania,3.0,5.0,Friendly
1925-06-27,Canadá,Estados Unidos,1.0,0.0,Friendly
1925-07-05,Suecia,Austria,2.0,4.0,Friendly
1925-07-09,Argentina,Paraguay,1.0,1.0,Copa Chevallier Boutell
1925-07-10,Finland,Austria,1.0,2.0,Friendly
1925-07-12,Argentina,Paraguay,1.0,1.0,Copa Chevallier Boutell
1925-07-12,Suecia,Hungary,6.0,2.0,Friendly
1925-07-14,Uruguay,Paraguay,0.0,1.0,Friendly
1925-07-18,Uruguay,Paraguay,0.0,1.0,Friendly
1925-08-15,Paraguay,Uruguay,1.0,0.0,Friendly
1925-08-19,Paraguay,Uruguay,0.0,1.0,Friendly
